timestamp,experiment,dataset,split,model,macro_f1,pr_auc,minority_recall,note
2026-06-29T10:22:58.382547+00:00,scan_lodo_ton_iot_to_unsw,NF-UNSW-NB15-v3,lodo,SingleFeature(stump),0.05034629315060638,0.043731686185817305,0.7132245336494822,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.9868
2026-06-29T10:23:00.044821+00:00,scan_lodo_ton_iot_to_cse_cic,NF-CSE-CIC-IDS2018-v3,lodo,SingleFeature(stump),0.2086086416440573,0.11926286368991824,0.7766554780429705,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.8757
2026-06-29T10:23:08.996547+00:00,scan_lodo_cse_cic_to_unsw,NF-UNSW-NB15-v3,lodo,SingleFeature(stump),0.4377589287402736,0.05203337316996627,0.04703332530611489,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.2115
2026-06-29T10:23:10.514523+00:00,scan_lodo_cse_cic_to_ton_iot,NF-ToN-IoT-v3,lodo,SingleFeature(stump),0.8325809244517768,0.7464498726467683,0.6764155105893942,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.0391
2026-06-29T10:23:30.880242+00:00,scan_lodo_unsw_to_ton_iot,NF-ToN-IoT-v3,lodo,LogReg,0.758234795791974,0.6931036060561961,0.6518762313249056,P6 scan; trained on NF-UNSW-NB15-v3; cap=1000000; fpr=0.1455
2026-06-29T10:23:32.706629+00:00,scan_lodo_unsw_to_cse_cic,NF-CSE-CIC-IDS2018-v3,lodo,LogReg,0.4232641528941946,0.2148377685630872,0.7088508716298783,P6 scan; trained on NF-UNSW-NB15-v3; cap=1000000; fpr=0.5643
2026-06-29T10:24:12.534092+00:00,scan_lodo_ton_iot_to_unsw,NF-UNSW-NB15-v3,lodo,LogReg,0.31774453751717807,0.10610110153719358,0.8273715799418335,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.6535
2026-06-29T10:24:14.358827+00:00,scan_lodo_ton_iot_to_cse_cic,NF-CSE-CIC-IDS2018-v3,lodo,LogReg,0.3402092190271144,0.20734941791750022,0.568376927717366,P6 scan; trained on NF-ToN-IoT-v3; cap=1000000; fpr=0.6545
2026-06-29T10:24:46.693963+00:00,scan_lodo_cse_cic_to_unsw,NF-UNSW-NB15-v3,lodo,LogReg,0.4453068813624044,0.04140010454634934,0.1593094122223663,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.2514
2026-06-29T10:24:48.862120+00:00,scan_lodo_cse_cic_to_ton_iot,NF-ToN-IoT-v3,lodo,LogReg,0.45112611686989035,0.4759546121675982,0.15307677310786405,P6 scan; trained on NF-CSE-CIC-IDS2018-v3; cap=1000000; fpr=0.1873
